month,seed,starting_customers,new_customers,churned_customers,ending_customers,ad_spend,actual_cac,price,gross_revenue,cogs,fixed_cost,total_cost,operating_profit,cash_balance,ltv_estimate,churn_rate,market_difficulty,profitability_margin
10,5002,175,43,11,207,5000.0,115.4,79.0,16353.0,4554.0,12000.0,21554.0,-5201.0,-12226.0,863.64,0.066,1.86,-0.0123
11,5002,207,38,13,232,5000.0,128.48,79.0,18328.0,5104.0,12000.0,22104.0,-3776.0,-16002.0,863.64,0.066,1.86,0.0668
12,5002,232,41,15,258,5000.0,121.05,79.0,20382.0,5676.0,12000.0,22676.0,-2294.0,-18296.0,863.64,0.066,1.86,0.1328
13,5002,258,39,17,280,5000.0,126.27,79.0,22120.0,6160.0,12000.0,23160.0,-1040.0,-19336.0,863.64,0.066,1.86,0.179
14,5002,280,41,18,303,5000.0,120.87,79.0,23937.0,6666.0,15000.0,26666.0,-2729.0,-22065.0,863.64,0.066,1.86,0.0949
15,5002,303,37,19,321,5000.0,132.01,79.0,25359.0,7062.0,15000.0,27062.0,-1703.0,-23768.0,863.64,0.066,1.86,0.13
16,5002,321,39,21,339,5000.0,126.14,79.0,26781.0,7458.0,15000.0,27458.0,-677.0,-24445.0,863.64,0.066,1.86,0.1614
17,5002,339,39,22,356,5000.0,127.8,79.0,28124.0,7832.0,15000.0,27832.0,292.0,-24153.0,863.64,0.066,1.86,0.1882
18,5002,356,37,23,370,5000.0,133.65,79.0,29230.0,8140.0,15000.0,28140.0,1090.0,-23063.0,863.64,0.066,1.86,0.2083
19,5002,370,46,24,392,6000.0,130.43,79.0,30968.0,8624.0,15000.0,29624.0,1344.0,-21719.0,863.64,0.066,1.86,0.2371
20,5002,392,44,25,411,6000.0,134.68,79.0,32469.0,9042.0,15000.0,30042.0,2427.0,-19292.0,863.64,0.066,1.86,0.2595
21,5002,411,41,27,425,6000.0,144.42,79.0,33575.0,9350.0,15000.0,30350.0,3225.0,-16067.0,863.64,0.066,1.86,0.2748
22,5002,425,44,28,441,6000.0,135.39,79.0,34839.0,9702.0,15000.0,30702.0,4137.0,-11930.0,863.64,0.066,1.86,0.291
23,5002,441,39,29,451,6000.0,151.96,79.0,35629.0,9922.0,15000.0,30922.0,4707.0,-7223.0,863.64,0.066,1.86,0.3005
24,5002,451,44,29,466,6000.0,135.29,79.0,36814.0,10252.0,15000.0,31252.0,5562.0,-1661.0,863.64,0.066,1.86,0.3141
25,5002,466,41,30,477,6000.0,145.9,79.0,37683.0,10494.0,15000.0,31494.0,6189.0,4528.0,863.64,0.066,1.86,0.3235
26,5002,477,42,31,488,6000.0,142.22,79.0,38552.0,10736.0,15000.0,31736.0,6816.0,11344.0,863.64,0.066,1.86,0.3324
27,5002,488,42,32,498,6000.0,140.64,79.0,39342.0,10956.0,15000.0,31956.0,7386.0,18730.0,863.64,0.066,1.86,0.3402
28,5002,498,40,32,506,6000.0,146.75,79.0,39974.0,11132.0,15000.0,32132.0,7842.0,26572.0,863.64,0.066,1.86,0.3463
29,5002,506,40,33,513,6000.0,147.76,79.0,40527.0,11286.0,15000.0,32286.0,8241.0,34813.0,863.64,0.066,1.86,0.3514
30,5002,513,38,33,518,6000.0,154.61,79.0,40922.0,11396.0,15000.0,32396.0,8526.0,43339.0,863.64,0.066,1.86,0.355
31,5002,518,40,34,524,6000.0,148.72,79.0,41396.0,11528.0,15000.0,32528.0,8868.0,52207.0,863.64,0.066,1.86,0.3592
32,5002,524,39,34,529,6000.0,151.71,79.0,41791.0,11638.0,15000.0,32638.0,9153.0,61360.0,863.64,0.066,1.86,0.3626
33,5002,529,36,34,531,6000.0,164.15,79.0,41949.0,11682.0,15000.0,32682.0,9267.0,70627.0,863.64,0.066,1.86,0.3639
34,5002,531,37,35,533,6000.0,161.3,79.0,42107.0,11726.0,15000.0,32726.0,9381.0,80008.0,863.64,0.066,1.86,0.3653
35,5002,533,36,35,534,6000.0,162.4,79.0,42186.0,11748.0,15000.0,32748.0,9438.0,89446.0,863.64,0.066,1.86,0.366
36,5002,534,38,35,537,6000.0,156.8,79.0,42423.0,11814.0,15000.0,32814.0,9609.0,99055.0,863.64,0.066,1.86,0.3679
1,5003,0,27,0,27,3000.0,108.48,79.0,2133.0,594.0,5000.0,8594.0,-6461.0,43539.0,863.64,0.066,0.61,-1.6226
2,5003,27,30,1,56,3000.0,98.89,79.0,4424.0,1232.0,8000.0,12232.0,-7808.0,35731.0,863.64,0.066,0.61,-1.0868
3,5003,56,32,3,85,3000.0,92.49,79.0,6715.0,1870.0,8000.0,12870.0,-6155.0,29576.0,863.64,0.066,0.61,-0.4698
4,5003,85,30,5,110,3000.0,98.41,79.0,8690.0,2420.0,8000.0,13420.0,-4730.0,24846.0,863.64,0.066,0.61,-0.1991
5,5003,110,28,7,131,3000.0,103.92,79.0,10349.0,2882.0,8000.0,13882.0,-3533.0,21313.0,863.64,0.066,0.61,-0.0515
6,5003,131,31,8,154,3000.0,96.58,79.0,12166.0,3388.0,12000.0,18388.0,-6222.0,15091.0,863.64,0.066,0.61,-0.2648
7,5003,154,51,10,195,5000.0,97.64,79.0,15405.0,4290.0,12000.0,21290.0,-5885.0,9206.0,863.64,0.066,0.61,-0.0574
8,5003,195,46,12,229,5000.0,107.09,79.0,18091.0,5038.0,12000.0,22038.0,-3947.0,5259.0,863.64,0.066,0.61,0.0582
9,5003,229,48,15,262,5000.0,103.71,79.0,20698.0,5764.0,12000.0,22764.0,-2066.0,3193.0,863.64,0.066,0.61,0.1418
10,5003,262,154,15,401,5000.0,32.46,79.0,31679.0,8822.0,15000.0,28822.0,2857.0,6050.0,950.0,0.06,0.61,0.248
11,5003,401,104,26,479,5000.0,47.7,79.0,37841.0,10538.0,15000.0,30538.0,7303.0,13353.0,863.64,0.066,0.61,0.3251
12,5003,479,119,31,567,5000.0,41.77,79.0,44793.0,12474.0,15000.0,32474.0,12319.0,25672.0,863.64,0.066,0.61,0.3866
13,5003,567,143,34,676,5000.0,34.82,79.0,53404.0,14872.0,18000.0,37872.0,15532.0,41204.0,950.0,0.06,0.61,0.3845
14,5003,676,126,44,758,5000.0,39.46,79.0,59882.0,16676.0,18000.0,39676.0,20206.0,61410.0,863.64,0.066,0.61,0.4209
15,5003,758,117,50,825,5000.0,42.43,79.0,65175.0,18150.0,18000.0,41150.0,24025.0,85435.0,863.64,0.066,0.61,0.4453
16,5003,825,93,54,864,5000.0,53.36,79.0,68256.0,19008.0,18000.0,42008.0,26248.0,111683.0,863.64,0.066,0.61,0.4578
17,5003,864,105,57,912,5000.0,47.38,79.0,72048.0,20064.0,18000.0,43064.0,28984.0,140667.0,863.64,0.066,0.61,0.4717
18,5003,912,143,54,1001,5000.0,34.9,79.0,79079.0,22022.0,18000.0,45022.0,34057.0,174724.0,950.0,0.06,0.61,0.4939
19,5003,1001,115,66,1050,6000.0,52.08,79.0,82950.0,23100.0,18000.0,47100.0,35850.0,210574.0,863.64,0.066,0.61,0.5045
20,5003,1050,122,69,1103,6000.0,48.81,79.0,87137.0,24266.0,18000.0,48266.0,38871.0,249445.0,863.64,0.066,0.61,0.5149
21,5003,1103,138,72,1169,6000.0,43.44,79.0,92351.0,25718.0,18000.0,49718.0,42633.0,292078.0,863.64,0.066,0.61,0.5266
22,5003,1169,134,77,1226,6000.0,44.77,79.0,96854.0,26972.0,18000.0,50972.0,45882.0,337960.0,863.64,0.066,0.61,0.5357
23,5003,1226,137,80,1283,6000.0,43.67,79.0,101357.0,28226.0,18000.0,52226.0,49131.0,387091.0,863.64,0.066,0.61,0.5439
24,5003,1283,155,84,1354,6000.0,38.61,79.0,106966.0,29788.0,18000.0,53788.0,53178.0,440269.0,863.64,0.066,0.61,0.5532
25,5003,1354,128,89,1393,6000.0,46.58,79.0,110047.0,30646.0,18000.0,54646.0,55401.0,495670.0,863.64,0.066,0.61,0.558
26,5003,1393,141,91,1443,6000.0,42.53,79.0,113997.0,31746.0,18000.0,55746.0,58251.0,553921.0,863.64,0.066,0.61,0.5636
27,5003,1443,136,95,1484,6000.0,43.94,79.0,117236.0,32648.0,18000.0,56648.0,60588.0,614509.0,863.64,0.066,0.61,0.568
28,5003,1484,112,97,1499,6000.0,53.4,79.0,118421.0,32978.0,18000.0,56978.0,61443.0,675952.0,863.64,0.066,0.61,0.5695
29,5003,1499,147,98,1548,6000.0,40.71,79.0,122292.0,34056.0,18000.0,58056.0,64236.0,740188.0,863.64,0.066,0.61,0.5743
30,5003,1548,134,102,1580,6000.0,44.46,79.0,124820.0,34760.0,18000.0,58760.0,66060.0,806248.0,863.64,0.066,0.61,0.5773
31,5003,1580,112,104,1588,6000.0,53.11,79.0,125452.0,34936.0,18000.0,58936.0,66516.0,872764.0,863.64,0.066,0.61,0.578
32,5003,1588,128,104,1612,6000.0,46.64,79.0,127348.0,35464.0,18000.0,59464.0,67884.0,940648.0,863.64,0.066,0.61,0.5802
33,5003,1612,99,106,1605,6000.0,60.09,79.0,126795.0,35310.0,18000.0,59310.0,67485.0,1008133.0,863.64,0.066,0.61,0.5796
34,5003,1605,99,105,1599,6000.0,60.5,79.0,126321.0,35178.0,18000.0,59178.0,67143.0,1075276.0,863.64,0.066,0.61,0.579
35,5003,1599,106,105,1600,6000.0,56.35,79.0,126400.0,35200.0,18000.0,59200.0,67200.0,1142476.0,863.64,0.066,0.61,0.5791
36,5003,1600,97,105,1592,6000.0,61.35,79.0,125768.0,35024.0,18000.0,59024.0,66744.0,1209220.0,863.64,0.066,0.61,0.5784
1,6789,0,43,0,43,3000.0,69.03,79.0,3397.0,946.0,5000.0,8946.0,-5549.0,44451.0,863.64,0.066,0.55,-0.7504
2,6789,43,42,2,83,3000.0,71.11,79.0,6557.0,1826.0,8000.0,12826.0,-6269.0,38182.0,863.64,0.066,0.55,-0.4986
3,6789,83,40,5,118,3000.0,74.79,79.0,9322.0,2596.0,8000.0,13596.0,-4274.0,33908.0,863.64,0.066,0.55,-0.1367
4,6789,118,35,7,146,3000.0,84.72,79.0,11534.0,3212.0,8000.0,14212.0,-2678.0,31230.0,863.64,0.066,0.55,0.0279
5,6789,146,36,9,173,3000.0,82.9,79.0,13667.0,3806.0,12000.0,18806.0,-5139.0,26091.0,863.64,0.066,0.55,-0.1565
6,6789,173,35,11,197,3000.0,85.64,79.0,15563.0,4334.0,12000.0,19334.0,-3771.0,22320.0,863.64,0.066,0.55,-0.0495
7,6789,197,58,13,242,5000.0,84.83,79.0,19118.0,5324.0,12000.0,22324.0,-3206.0,19114.0,863.64,0.066,0.55,0.0938
8,6789,242,61,15,288,5000.0,80.89,79.0,22752.0,6336.0,12000.0,23336.0,-584.0,18530.0,863.64,0.066,0.55,0.1941
9,6789,288,57,19,326,5000.0,86.29,79.0,25754.0,7172.0,15000.0,27172.0,-1418.0,17112.0,863.64,0.066,0.55,0.1391
10,6789,326,111,21,416,5000.0,45.04,79.0,32864.0,9152.0,15000.0,29152.0,3712.0,20824.0,863.64,0.066,0.55,0.2651
11,6789,416,143,24,535,5000.0,34.83,79.0,42265.0,11770.0,15000.0,31770.0,10495.0,31319.0,950.0,0.06,0.55,0.3666
12,6789,535,109,35,609,5000.0,45.76,79.0,48111.0,13398.0,18000.0,36398.0,11713.0,43032.0,863.64,0.066,0.55,0.3474
13,6789,609,119,40,688,5000.0,41.96,79.0,54352.0,15136.0,18000.0,38136.0,16216.0,59248.0,863.64,0.066,0.55,0.3903
14,6789,688,148,41,795,5000.0,33.61,79.0,62805.0,17490.0,18000.0,40490.0,22315.0,81563.0,950.0,0.06,0.55,0.4349
15,6789,795,116,52,859,5000.0,42.86,79.0,67861.0,18898.0,18000.0,41898.0,25963.0,107526.0,863.64,0.066,0.55,0.4563
16,6789,859,102,56,905,5000.0,48.57,79.0,71495.0,19910.0,18000.0,42910.0,28585.0,136111.0,863.64,0.066,0.55,0.4698
17,6789,905,137,59,983,5000.0,36.29,79.0,77657.0,21626.0,18000.0,44626.0,33031.0,169142.0,863.64,0.066,0.55,0.4897
18,6789,983,161,58,1086,5000.0,30.94,79.0,85794.0,23892.0,18000.0,46892.0,38902.0,208044.0,950.0,0.06,0.55,0.5117
19,6789,1086,179,65,1200,6000.0,33.34,79.0,94800.0,26400.0,18000.0,50400.0,44400.0,252444.0,950.0,0.06,0.55,0.5316
20,6789,1200,151,79,1272,6000.0,39.68,79.0,100488.0,27984.0,18000.0,51984.0,48504.0,300948.0,863.64,0.066,0.55,0.5424
21,6789,1272,169,83,1358,6000.0,35.42,79.0,107282.0,29876.0,18000.0,53876.0,53406.0,354354.0,863.64,0.066,0.55,0.5537
22,6789,1358,124,89,1393,6000.0,48.24,79.0,110047.0,30646.0,18000.0,54646.0,55401.0,409755.0,863.64,0.066,0.55,0.558
23,6789,1393,158,91,1460,6000.0,37.97,79.0,115340.0,32120.0,18000.0,56120.0,59220.0,468975.0,863.64,0.066,0.55,0.5655
24,6789,1460,143,96,1507,6000.0,41.78,79.0,119053.0,33154.0,18000.0,57154.0,61899.0,530874.0,863.64,0.066,0.55,0.5703
25,6789,1507,175,90,1592,6000.0,34.14,79.0,125768.0,35024.0,18000.0,59024.0,66744.0,597618.0,950.0,0.06,0.55,0.5784
26,6789,1592,128,105,1615,6000.0,46.62,79.0,127585.0,35530.0,18000.0,59530.0,68055.0,665673.0,863.64,0.066,0.55,0.5804
27,6789,1615,155,106,1664,6000.0,38.61,79.0,131456.0,36608.0,18000.0,60608.0,70848.0,736521.0,863.64,0.066,0.55,0.5846
28,6789,1664,156,109,1711,6000.0,38.24,79.0,135169.0,37642.0,18000.0,61642.0,73527.0,810048.0,863.64,0.066,0.55,0.5884
29,6789,1711,157,112,1756,6000.0,38.19,79.0,138724.0,38632.0,18000.0,62632.0,76092.0,886140.0,863.64,0.066,0.55,0.5918
30,6789,1756,111,115,1752,6000.0,53.87,79.0,138408.0,38544.0,18000.0,62544.0,75864.0,962004.0,863.64,0.066,0.55,0.5915
31,6789,1752,133,115,1770,6000.0,44.98,79.0,139830.0,38940.0,18000.0,62940.0,76890.0,1038894.0,863.64,0.066,0.55,0.5928
32,6789,1770,108,116,1762,6000.0,55.32,79.0,139198.0,38764.0,18000.0,62764.0,76434.0,1115328.0,863.64,0.066,0.55,0.5922
33,6789,1762,158,116,1804,6000.0,37.86,79.0,142516.0,39688.0,18000.0,63688.0,78828.0,1194156.0,863.64,0.066,0.55,0.5952
34,6789,1804,110,119,1795,6000.0,54.52,79.0,141805.0,39490.0,18000.0,63490.0,78315.0,1272471.0,863.64,0.066,0.55,0.5946
35,6789,1795,125,118,1802,6000.0,47.88,79.0,142358.0,39644.0,18000.0,63644.0,78714.0,1351185.0,863.64,0.066,0.55,0.5951
36,6789,1802,145,118,1829,6000.0,41.24,79.0,144491.0,40238.0,18000.0,64238.0,80253.0,1431438.0,863.64,0.066,0.55,0.5969
1,7000,0,35,0,35,3000.0,83.54,79.0,2765.0,770.0,5000.0,8770.0,-6005.0,43995.0,863.64,0.066,1.04,-1.0868
2,7000,35,33,2,66,3000.0,89.81,79.0,5214.0,1452.0,8000.0,12452.0,-7238.0,36757.0,863.64,0.066,1.04,-0.8128
3,7000,66,34,4,96,3000.0,87.76,79.0,7584.0,2112.0,8000.0,13112.0,-5528.0,31229.0,863.64,0.066,1.04,-0.3333
4,7000,96,38,6,128,3000.0,78.71,79.0,10112.0,2816.0,8000.0,13816.0,-3704.0,27525.0,863.64,0.066,1.04,-0.0696
5,7000,128,35,8,155,3000.0,84.23,79.0,12245.0,3410.0,12000.0,18410.0,-6165.0,21360.0,863.64,0.066,1.04,-0.2585
6,7000,155,33,10,178,3000.0,88.75,79.0,14062.0,3916.0,12000.0,18916.0,-4854.0,16506.0,863.64,0.066,1.04,-0.1318
7,7000,178,62,11,229,5000.0,79.4,79.0,18091.0,5038.0,12000.0,22038.0,-3947.0,12559.0,863.64,0.066,1.04,0.0582
8,7000,229,55,15,269,5000.0,90.74,79.0,21251.0,5918.0,12000.0,22918.0,-1667.0,10892.0,863.64,0.066,1.04,0.1568
9,7000,269,59,17,311,5000.0,83.7,79.0,24569.0,6842.0,15000.0,26842.0,-2273.0,8619.0,863.64,0.066,1.04,0.111
10,7000,311,78,20,369,5000.0,63.75,79.0,29151.0,8118.0,15000.0,28118.0,1033.0,9652.0,863.64,0.066,1.04,0.207
11,7000,369,76,24,421,5000.0,65.0,79.0,33259.0,9262.0,15000.0,29262.0,3997.0,13649.0,863.64,0.066,1.04,0.2705
12,7000,421,78,27,472,5000.0,63.7,79.0,37288.0,10384.0,15000.0,30384.0,6904.0,20553.0,863.64,0.066,1.04,0.3192
13,7000,472,79,31,520,5000.0,63.09,79.0,41080.0,11440.0,15000.0,31440.0,9640.0,30193.0,863.64,0.066,1.04,0.3564
14,7000,520,62,34,548,5000.0,80.32,79.0,43292.0,12056.0,15000.0,32056.0,11236.0,41429.0,863.64,0.066,1.04,0.375
15,7000,548,64,36,576,5000.0,77.21,79.0,45504.0,12672.0,15000.0,32672.0,12832.0,54261.0,863.64,0.066,1.04,0.3919
16,7000,576,74,38,612,5000.0,67.39,79.0,48348.0,13464.0,18000.0,36464.0,11884.0,66145.0,863.64,0.066,1.04,0.3492
17,7000,612,64,40,636,5000.0,77.74,79.0,50244.0,13992.0,18000.0,36992.0,13252.0,79397.0,863.64,0.066,1.04,0.3633
18,7000,636,72,41,667,5000.0,69.44,79.0,52693.0,14674.0,18000.0,37674.0,15019.0,94416.0,863.64,0.066,1.04,0.3799
19,7000,667,78,44,701,6000.0,76.05,79.0,55379.0,15422.0,18000.0,39422.0,15957.0,110373.0,863.64,0.066,1.04,0.3965
20,7000,701,78,46,733,6000.0,75.99,79.0,57907.0,16126.0,18000.0,40126.0,17781.0,128154.0,863.64,0.066,1.04,0.4107
21,7000,733,68,48,753,6000.0,87.41,79.0,59487.0,16566.0,18000.0,40566.0,18921.0,147075.0,863.64,0.066,1.04,0.4189
22,7000,753,69,49,773,6000.0,86.69,79.0,61067.0,17006.0,18000.0,41006.0,20061.0,167136.0,863.64,0.066,1.04,0.4268
23,7000,773,68,51,790,6000.0,88.15,79.0,62410.0,17380.0,18000.0,41380.0,21030.0,188166.0,863.64,0.066,1.04,0.4331
24,7000,790,75,52,813,6000.0,78.99,79.0,64227.0,17886.0,18000.0,41886.0,22341.0,210507.0,863.64,0.066,1.04,0.4413
25,7000,813,69,53,829,6000.0,86.34,79.0,65491.0,18238.0,18000.0,42238.0,23253.0,233760.0,863.64,0.066,1.04,0.4467
26,7000,829,73,54,848,6000.0,81.9,79.0,66992.0,18656.0,18000.0,42656.0,24336.0,258096.0,863.64,0.066,1.04,0.4528
27,7000,848,65,55,858,6000.0,91.13,79.0,67782.0,18876.0,18000.0,42876.0,24906.0,283002.0,863.64,0.066,1.04,0.456
28,7000,858,73,56,875,6000.0,81.14,79.0,69125.0,19250.0,18000.0,43250.0,25875.0,308877.0,863.64,0.066,1.04,0.4611
29,7000,875,72,57,890,6000.0,83.2,79.0,70310.0,19580.0,18000.0,43580.0,26730.0,335607.0,863.64,0.066,1.04,0.4655
30,7000,890,77,58,909,6000.0,77.33,79.0,71811.0,19998.0,18000.0,43998.0,27813.0,363420.0,863.64,0.066,1.04,0.4709
31,7000,909,68,59,918,6000.0,88.21,79.0,72522.0,20196.0,18000.0,44196.0,28326.0,391746.0,863.64,0.066,1.04,0.4733
32,7000,918,65,60,923,6000.0,90.91,79.0,72917.0,20306.0,18000.0,44306.0,28611.0,420357.0,863.64,0.066,1.04,0.4747
33,7000,923,77,60,940,6000.0,77.66,79.0,74260.0,20680.0,18000.0,44680.0,29580.0,449937.0,863.64,0.066,1.04,0.4791
34,7000,940,74,62,952,6000.0,80.72,79.0,75208.0,20944.0,18000.0,44944.0,30264.0,480201.0,863.64,0.066,1.04,0.4822
35,7000,952,64,62,954,6000.0,93.5,79.0,75366.0,20988.0,18000.0,44988.0,30378.0,510579.0,863.64,0.066,1.04,0.4827
36,7000,954,71,62,963,6000.0,84.06,79.0,76077.0,21186.0,18000.0,45186.0,30891.0,541470.0,863.64,0.066,1.04,0.4849
1,8000,0,12,0,12,3000.0,242.5,79.0,948.0,264.0,5000.0,8264.0,-7316.0,42684.0,863.64,0.066,1.7,-4.5527
2,8000,12,12,0,24,3000.0,239.07,79.0,1896.0,528.0,5000.0,8528.0,-6632.0,36052.0,863.64,0.066,1.7,-1.9156
3,8000,24,12,1,35,3000.0,239.96,79.0,2765.0,770.0,5000.0,8770.0,-6005.0,30047.0,863.64,0.066,1.7,-1.0868
4,8000,35,12,2,45,3000.0,249.24,79.0,3555.0,990.0,5000.0,8990.0,-5435.0,24612.0,863.64,0.066,1.7,-0.685
5,8000,45,11,2,54,3000.0,250.95,79.0,4266.0,1188.0,8000.0,12188.0,-7922.0,16690.0,863.64,0.066,1.7,-1.1538
6,8000,54,11,3,62,3000.0,259.52,79.0,4898.0,1364.0,8000.0,12364.0,-7466.0,9224.0,863.64,0.066,1.7,-0.9118
7,8000,62,19,4,77,5000.0,251.25,79.0,6083.0,1694.0,8000.0,14694.0,-8611.0,613.0,863.64,0.066,1.7,-0.5936
8,8000,77,19,5,91,5000.0,262.75,79.0,7189.0,2002.0,8000.0,15002.0,-7813.0,-7200.0,863.64,0.066,1.7,-0.3913
9,8000,91,19,6,104,5000.0,257.22,79.0,8216.0,2288.0,8000.0,15288.0,-7072.0,-7072.0,863.64,0.066,1.7,-0.2522
10,8000,104,45,6,143,5000.0,109.27,79.0,11297.0,3146.0,8000.0,16146.0,-4849.0,-11921.0,863.64,0.066,1.7,0.0134
11,8000,143,45,9,179,5000.0,109.97,79.0,14141.0,3938.0,12000.0,20938.0,-6797.0,-18718.0,863.64,0.066,1.7,-0.1271
12,8000,179,41,11,209,5000.0,119.22,79.0,16511.0,4598.0,12000.0,21598.0,-5087.0,-23805.0,863.64,0.066,1.7,-0.0053
13,8000,209,44,13,240,5000.0,113.2,79.0,18960.0,5280.0,12000.0,22280.0,-3320.0,-27125.0,863.64,0.066,1.7,0.0886
14,8000,240,38,15,263,5000.0,128.76,79.0,20777.0,5786.0,12000.0,22786.0,-2009.0,-29134.0,863.64,0.066,1.7,0.144
15,8000,263,41,17,287,5000.0,121.21,79.0,22673.0,6314.0,12000.0,23314.0,-641.0,-29775.0,863.64,0.066,1.7,0.1923
16,8000,287,38,18,307,5000.0,130.73,79.0,24253.0,6754.0,15000.0,26754.0,-2501.0,-32276.0,863.64,0.066,1.7,0.103
17,8000,307,37,20,324,5000.0,131.71,79.0,25596.0,7128.0,15000.0,27128.0,-1532.0,-33808.0,863.64,0.066,1.7,0.1355
18,8000,324,41,21,344,5000.0,119.06,79.0,27176.0,7568.0,15000.0,27568.0,-392.0,-34200.0,863.64,0.066,1.7,0.1696
19,8000,344,50,22,372,6000.0,119.58,79.0,29388.0,8184.0,15000.0,29184.0,204.0,-33996.0,863.64,0.066,1.7,0.2111
20,8000,372,48,24,396,6000.0,124.17,79.0,31284.0,8712.0,15000.0,29712.0,1572.0,-32424.0,863.64,0.066,1.7,0.242
21,8000,396,49,26,419,6000.0,121.43,79.0,33101.0,9218.0,15000.0,30218.0,2883.0,-29541.0,863.64,0.066,1.7,0.2684
22,8000,419,43,27,435,6000.0,136.78,79.0,34365.0,9570.0,15000.0,30570.0,3795.0,-25746.0,863.64,0.066,1.7,0.285
23,8000,435,47,28,454,6000.0,126.45,79.0,35866.0,9988.0,15000.0,30988.0,4878.0,-20868.0,863.64,0.066,1.7,0.3033
24,8000,454,43,29,468,6000.0,139.0,79.0,36972.0,10296.0,15000.0,31296.0,5676.0,-15192.0,863.64,0.066,1.7,0.3158
25,8000,468,47,30,485,6000.0,126.44,79.0,38315.0,10670.0,15000.0,31670.0,6645.0,-8547.0,863.64,0.066,1.7,0.33
26,8000,485,42,32,495,6000.0,142.13,79.0,39105.0,10890.0,15000.0,31890.0,7215.0,-1332.0,863.64,0.066,1.7,0.3379
27,8000,495,45,32,508,6000.0,131.34,79.0,40132.0,11176.0,15000.0,32176.0,7956.0,6624.0,863.64,0.066,1.7,0.3478
28,8000,508,45,33,520,6000.0,131.76,79.0,41080.0,11440.0,15000.0,32440.0,8640.0,15264.0,863.64,0.066,1.7,0.3564
29,8000,520,46,34,532,6000.0,128.3,79.0,42028.0,11704.0,15000.0,32704.0,9324.0,24588.0,863.64,0.066,1.7,0.3646
30,8000,532,42,35,539,6000.0,142.32,79.0,42581.0,11858.0,15000.0,32858.0,9723.0,34311.0,863.64,0.066,1.7,0.3692
31,8000,539,42,35,546,6000.0,141.57,79.0,43134.0,12012.0,15000.0,33012.0,10122.0,44433.0,863.64,0.066,1.7,0.3738
32,8000,546,44,36,554,6000.0,135.85,79.0,43766.0,12188.0,15000.0,33188.0,10578.0,55011.0,863.64,0.066,1.7,0.3788
33,8000,554,40,36,558,6000.0,149.03,79.0,44082.0,12276.0,15000.0,33276.0,10806.0,65817.0,863.64,0.066,1.7,0.3812
34,8000,558,39,36,561,6000.0,151.97,79.0,44319.0,12342.0,15000.0,33342.0,10977.0,76794.0,863.64,0.066,1.7,0.3831
35,8000,561,44,37,568,6000.0,135.77,79.0,44872.0,12496.0,15000.0,33496.0,11376.0,88170.0,863.64,0.066,1.7,0.3872
36,8000,568,42,37,573,6000.0,141.34,79.0,45267.0,12606.0,15000.0,33606.0,11661.0,99831.0,863.64,0.066,1.7,0.3902
1,9000,0,15,0,15,3000.0,190.81,79.0,1185.0,330.0,5000.0,8330.0,-7145.0,42855.0,863.64,0.066,1.09,-3.4979
2,9000,15,15,0,30,3000.0,189.37,79.0,2370.0,660.0,5000.0,8660.0,-6290.0,36565.0,863.64,0.066,1.09,-1.3882
3,9000,30,15,1,44,3000.0,197.9,79.0,3476.0,968.0,5000.0,8968.0,-5492.0,31073.0,863.64,0.066,1.09,-0.7169
4,9000,44,15,2,57,3000.0,192.45,79.0,4503.0,1254.0,8000.0,12254.0,-7751.0,23322.0,863.64,0.066,1.09,-1.0551
5,9000,57,15,3,69,3000.0,194.82,79.0,5451.0,1518.0,8000.0,12518.0,-7067.0,16255.0,863.64,0.066,1.09,-0.7461
6,9000,69,15,4,80,3000.0,191.81,79.0,6320.0,1760.0,8000.0,12760.0,-6440.0,9815.0,863.64,0.066,1.09,-0.5443
7,9000,80,24,5,99,5000.0,203.65,79.0,7821.0,2178.0,8000.0,15178.0,-7357.0,2458.0,863.64,0.066,1.09,-0.3014
8,9000,99,24,6,117,5000.0,203.63,79.0,9243.0,2574.0,8000.0,15574.0,-6331.0,-3873.0,863.64,0.066,1.09,-0.144
9,9000,117,23,7,133,5000.0,210.94,79.0,10507.0,2926.0,8000.0,15926.0,-5419.0,-5419.0,863.64,0.066,1.09,-0.0399
10,9000,133,60,8,185,5000.0,83.19,79.0,14615.0,4070.0,12000.0,21070.0,-6455.0,-11874.0,863.64,0.066,1.09,-0.0996
11,9000,185,59,12,232,5000.0,84.09,79.0,18328.0,5104.0,12000.0,22104.0,-3776.0,-15650.0,863.64,0.066,1.09,0.0668
12,9000,232,60,15,277,5000.0,82.03,79.0,21883.0,6094.0,12000.0,23094.0,-1211.0,-16861.0,863.64,0.066,1.09,0.1731
13,9000,277,73,18,332,5000.0,68.19,79.0,26228.0,7304.0,15000.0,27304.0,-1076.0,-17937.0,863.64,0.066,1.09,0.1496
14,9000,332,62,21,373,5000.0,79.87,79.0,29467.0,8206.0,15000.0,28206.0,1261.0,-16676.0,863.64,0.066,1.09,0.2125
15,9000,373,68,24,417,5000.0,72.86,79.0,32943.0,9174.0,15000.0,29174.0,3769.0,-12907.0,863.64,0.066,1.09,0.2662
16,9000,417,61,27,451,5000.0,80.85,79.0,35629.0,9922.0,15000.0,29922.0,5707.0,-7200.0,863.64,0.066,1.09,0.3005
