date,A_equal_pnl,B_trust_pnl,P_random_pnl,A_equal_costed_pnl,B_trust_costed_pnl,P_random_costed_pnl
2026-06-01,462.958307,462.890714,465.003765,97.765208,97.626933,99.518559
2026-06-02,-162.388881,-160.427015,-193.299417,-470.207935,-518.315721,-551.752126
2026-06-03,-39.576344,-39.441049,-31.984338,-246.916206,-396.823826,-391.398919
2026-06-04,-108.83608,-108.511107,-86.415858,-425.322475,-474.992777,-449.350911
2026-06-05,-90.128515,-90.450242,-47.102359,-301.118836,-451.410586,-414.547544
2026-06-08,-27.841754,-27.616605,-35.317647,-346.101598,-395.871375,-402.61321
2026-06-09,-52.939695,-52.971341,-52.296626,-213.918069,-413.956309,-414.600416
2026-06-10,-82.014257,-81.570976,-87.680424,-237.524779,-437.035695,-444.347047
2026-06-11,477.091906,477.153144,470.936581,373.418225,123.508793,114.960138
2026-06-12,149.804158,149.412257,146.080211,97.969818,-202.444133,-209.234696
2026-06-15,-4.216853,-4.288217,35.173276,-377.977772,-377.996894,-332.811108
2026-06-16,33.061637,33.695873,56.173352,-281.555248,-330.889487,-307.572477
2026-06-17,-145.330913,-144.710749,-166.127098,-467.222442,-516.552308,-542.102739
2026-06-18,-172.479549,-175.078966,-184.625173,-383.457922,-536.062218,-549.894239
